楊記投資 味丹企業
楊記投資 丹澤企業
楊記投資 三樂投資開發
台灣旅圖資訊 創新應用
國際票券金融 國票金融控股
國際票券金融 台灣票券金融
遊戲新幹線科技 競網國際娛樂
遊戲新幹線科技 智冠科技
遊戲新幹線科技 迷你客數位
遊戲新幹線科技 優樂遊戲
彩虹投資 皇旗光電科技
彩虹投資 皇旗資訊
小山堂餐飲 透明思考
小山堂餐飲 柏合麗投資
遠紡實業 遠誠人力資源顧問
遠紡實業 遠鼎投資
昇邁科技 智宏投資
昇邁科技 勝邦投資
鴻銳科技 德淵企業
鴻銳科技 綠色科技
鴻銳科技 燦元科技
固緯電子實業 巨孚儀器工業
固緯電子實業 富達立科技
固緯電子實業 益和
常德投資 承德投資
常德投資 得鋐投資
常德投資 常鋐投資
常德投資 鈺林投資
常德投資 國賓大飯店
常德投資 新竹物流
常德投資 仰德投資事業
常德投資 裕鋐投資
盛大國際 敏盛醫控
盛大國際 捷晟
品立 佳和實業
聯合報 文怡投資
聯合報 聯合互動傳播
聯合報 聯經出版事業
聯合報 杉怡實業
聯合報 民聲文化傳播
聯合報 中部廣告事業
聯合報 金南實業
聯合報 聯經國際會展
聯合報 南區廣告事業
聯合報 愛和實業
聯合報 天利運輸
聯合報 聯鼎投資
聯合報 智慧華語
聯合報 智趣王數位科技
聯合報 沛盛實業
聯合報 聯合線上
聯合報 聯合文采創意行銷
聯合報 中國經濟通訊社
聯合報 北區廣告事業
聯合報 鼎世
聯合報 聯縣廣告事業
聯合報 聯合行銷研究
聯合報 聯經數位
永佑開發 大永興業
凱拓科技有限公司 琦凱國際有限公司
時新知識開發 中國時報文化事業
元大寶來期貨 元大金融控股
元大寶來期貨 臺灣期貨交易所
元大寶來期貨 勝元期資訊
合美興業 信東生技
合美興業 富堅管理顧問
合美興業 台灣創業投資
合美興業 麥迪森企業
精彩火鍋 精彩饗宴
志富國際 國懋投資
志富國際 元大國際投資
志富國際 連橫投資
志富國際 順豐傳播
志富國際 元鵬旅行社
志富國際 醒財投資
志富國際 格林菲爾文教事業
志富國際 源堃建設
台灣柏原和泰 和泰興業
優貿 優鑫室內裝修
元鼎國際建設 久大投資
昌興保全 昇恒昌
博威電子 華盛國際投資
博威電子 台虹科技
臺灣工銀租賃 臺灣工業銀行
台塑通運 台塑海運
台塑通運 臺灣化學纖維
台塑通運 南亞塑膠工業
台塑通運 臺灣塑膠工業
台塑通運 麥寮工業區專用港管理
酷旅樹屋旅店 亞洲酷旅
明馥 光元實業
太鴻興業 太平洋建設
太鴻興業 太聯投資
太鴻興業 聯太興業
璞昇建設 璞永建設
璞昇建設 璞真建設
璞昇建設 真永投資
晁昕有限公司 日益茂工業
元訊寬頻網路 八合投資
元訊寬頻網路 元挺投資
貝達先進材料 三芳化學工業
華訊事業 奇想
華訊事業 日僑文化事業
浩暐投資 肯邦國際
浩暐投資 合同興
浩暐投資 林惟興投資
浩暐投資 合順興
浩暐投資 超悅
浩暐投資 歐陸國際
台鈴重車 全富車業有限公司
台鈴重車 台鈴工業
台鈴重車 驥聯國際事業有限公司
台鈴重車 天之道重車有限公司
台鈴重車 永欣國際車業有限公司
均華精密工業 均豪精密工業
昶昕實業 友緣實業
昶昕實業 昶緣興化學工業
昶昕實業 中華開發工業銀行
昶昕實業 緣盟實業
中宇環保工程 弘博鋼鐵
中宇環保工程 中鋼機械
中宇環保工程 春雨工廠
中宇環保工程 百堅投資
中宇環保工程 群裕投資
中宇環保工程 中國鋼鐵
中宇環保工程 啟翊投資
中宇環保工程 國碳科技
中宇環保工程 景成發投資
中宇環保工程 華榮電線電纜
中宇環保工程 春源鋼鐵工業
中宇環保工程 金合發鋼鐵
中宇環保工程 中宇營造
中宇環保工程 弘全投資
龍一創業投資 液光固態照明
龍一創業投資 兆豐國際商業銀行
龍一創業投資 智融
龍一創業投資 宏碁
龍一創業投資 艾特先進半導體
龍一創業投資 宏榮投資
臺灣土地銀行 臺灣產物保險
臺灣土地銀行 財宏科技
臺灣土地銀行 土銀保險經紀人
臺灣土地銀行 台北外滙經紀
臺灣土地銀行 台灣金融資產服務
臺灣土地銀行 中國建築經理
臺灣土地銀行 合作金庫金融控股
臺灣土地銀行 台灣金聯資產管理
臺灣土地銀行 宏通綜合商業發展
欣高石油氣 和欣國際
欣高石油氣 同德投資
欣高石油氣 清園投資
欣高石油氣 勝美投資有限公司
基泰公寓大廈管理維護 京殿堂實業
鼎強文創國際 捷聲通訊
城邦原創 城邦文化事業
佳特健康事業 佳醫健康事業
祝旺開發 大盟開發
堃富 南聯國際貿易
鑫德投資有限公司 聯華食品工業
全興保健器材 全興投資開發
全興保健器材 全泰投資
關中 關友
關中 關立實業
關中 關弘科技
禪豐投資 美心西餐廳
禪豐投資 藝豐影業
禪豐投資 今日
禪豐投資 今武投資
亮勳投資有限公司 矽統科技
昱嘉科技 建富投資
昱嘉科技 新盛投資有限公司
昱嘉科技 英諾華科技
昱嘉科技 台灣光罩
昱嘉科技 湯普科技
台遠科技 台軒投資
台遠科技 明山投資
台遠科技 臺灣工業銀行
廷芳投資事業 東華合纖
廷芳投資事業 謙順行
益州化學工業 台汽
益州化學工業 益州海岸
益州化學工業 台益豐
益州化學工業 遠興化學工業
益州化學工業 易增
柏盟投資 第一租賃
詠聯投資 昇恒昌
太研科技 太平洋電線電纜
台灣豪威投資控股 精材科技
盛庭 大富媒體
盛庭 盛浩
台南大飯店 德和投資
台南大飯店 東成地毯
台南大飯店 丸和企業
日翊文化行銷 全家便利商店
蔡合旺事業 強力整合行銷
蔡合旺事業 神警保全
蔡合旺事業 中國時報文化事業
蔡合旺事業 旺普建設
蔡合旺事業 寶立旺國際媒體廣告
欣勢科技 旺玖科技
美麗華大飯店 德先
美麗華大飯店 志信國際
美麗華大飯店 德威投資
美麗華大飯店 源泉鋼鐵
環球晶圓 中美矽晶製品
金桔投資實業 和昭實業
金桔投資實業 愛歐特
金桔投資實業 和裕投資
金桔投資實業 元太外匯經紀
金桔投資實業 金山貿易
達聲科技 立大開發投資
健鼎科技 允杰投資有限公司
健鼎科技 弘捷電路
健鼎科技 利順精密科技
健鼎科技 青山國際投資有限公司
健鼎科技 永安投資有限公司
健鼎科技 兆盛投資有限公司
健鼎科技 正弘投資有限公司
廣閎科技 創新工業技術移轉
廣閎科技 敦南科技
廣閎科技 茂迪
力麗科技 力鵬企業
力麗科技 巨綱企業
貿華運輸 偉聯運輸
金旺元 南和興產
明凱媒體事業 台灣互動電視
優富資產管理 凱友投資
好城 福住投資
文麥 淳安電子
台雅投資 臺灣工業銀行
永儲 寶一科技
永儲 育華投資開發
永儲 峻興投資
永儲 嘉里大榮物流
永儲 高氏企業開發
永儲 丞奎興業
永儲 日月高投資
永儲 孟裕實業
西灣天使投資 歐瑞福國際有限公司
西灣天使投資 伊士爾投資
西灣天使投資 普雷氏投資
西灣天使投資 南發投資有限公司
西灣天使投資 中山開發投資
西灣天使投資 永興亨投資有限公司
西灣天使投資 玉鼎投資有限公司
西灣天使投資 天鴻投資
威旭科技 草莓資訊
聚興科技 上乘電子科技
聚興科技 全球創業投資
東豐企業 太子建設開發
東豐企業 日華資產管理
臺灣電視事業 台視文化事業
臺灣電視事業 松大娛樂經紀
臺灣電視事業 麥可強森娛樂事業
臺灣電視事業 非凡國際科技
皓謙不動產投資顧問 天聯投資有限公司
華棣資產管理 原仲
華棣資產管理 翰光
凌陽創業投資 凌陽科技
凌陽創業投資 翰揚科技
富達營造 欣達環工
吉春裝卸承攬 吉洋船務代理
吉春裝卸承攬 長春貨櫃儲運
致力有限公司 南和興產
源河生技應用 和茂創業投資
源河生技應用 康華生技醫藥
源河生技應用 源國投資
源河生技應用 亞桐投資有限公司
源河生技應用 洽和興業
達鴻先進科技 中華開發創業投資
達鴻先進科技 三洋藥品工業
達鴻先進科技 漢友創業投資
達鴻先進科技 大鴻先進科技
第一金證券投資信託 第一金融控股
金穎生物科技 佳格食品
金穎生物科技 朝建投資
同濟堂醫藥生技 台灣第一生化科技
同濟堂醫藥生技 愛之味
同濟堂醫藥生技 台灣苗農乳品發展
同濟堂醫藥生技 七陽實業
同濟堂醫藥生技 華洲生物科技
同濟堂醫藥生技 台灣愛保諾生技
班友投資 尚典生技
班友投資 肯邦國際
班友投資 寶齡富錦生技
塑化汽車貨運 臺塑汽車貨運
塑化汽車貨運 臺灣化學纖維
塑化汽車貨運 南亞塑膠工業
塑化汽車貨運 臺灣塑膠工業
旺嘉事業 工商財經數位
旺嘉事業 時報周刊
旺嘉事業 時報資訊
旺嘉事業 神警保全
三得投資有限公司 威創科技
年代整合行銷 年代投資有限公司
台灣大食品 東森國際
台灣大食品 福懋油脂
映費迪國際有限公司 喜德碼數位科技
鴻宇生物科技有限公司 廣博實業
台灣燦路都 萬協實業
豐屏興業 豐洋興業
豐屏興業 大帝興業
台灣蠟品 台灣苯乙烯工業
台灣蠟品 榮福
台灣蠟品 磊庭營造
台灣蠟品 裕盛開發
台灣蠟品 裕捷投資
漢村 永通投資
台灣東應化 長春石油化學
鑫士代企業 潤泰全球
達晨創業投資 漢德投資
達晨創業投資 寬達科技
達晨創業投資 復興航空運輸
有化科技 尊品創業投資
有化科技 華康合成科技
有化科技 恆誼化工
有化科技 欣有國際貿易
有化科技 微相科技
有化科技 新盛投資有限公司
台灣生醫投資 台灣微創醫療器材
統一時代 統正開發
全音樂 眾來科技
全音樂 遠傳電信
全音樂 環球國際唱片
全音樂 豐華唱片
全音樂 華研國際音樂
鑫榮營造 史恩實業
兆寶投資 仁寶電腦工業
佳人健康 佳儀投資
駿明交通運輸 陽明海運
和昱投資 上燿投資
和昱投資 萬駱投資
和昱投資 勝全投資
和昱投資 金德美投資
和昱投資 聖高實業
和昱投資 雷龍投資
和昱投資 瀚齡投資
和昱投資 泰彰投資
中塑油品 台塑石化
中塑油品 中塑海運
旭達投資 聯發科技
旭達投資 翔發投資
博暉科技 楷盈實業
博暉科技 精誠資訊
博暉科技 祺超
優陽材料科技 利倫企業
崧億工程 水立方國際開發
鴻壬企業 禾迅投資
宏利企業管理顧問 宏廣
讓德投資 坤慶國際開發
讓德投資 富士達
讓德投資 淡海
讓德投資 東方廣告
讓德投資 新海瓦斯
讓德投資 環泥建設開發
讓德投資 六和機械
讓德投資 啟益企業
信商有限公司 星崴
諠宜 瑞助營造
諠宜 龍邦國際興業
新光合成纖維 達輝光電
新光合成纖維 進賢投資
新光合成纖維 新光育樂
新光合成纖維 系通科技
新光合成纖維 新纖工業
新光合成纖維 瑞興商業銀行
新光合成纖維 全球創業投資
新光合成纖維 大台北區瓦斯
新光合成纖維 新星興業
新光合成纖維 群和創業投資
新光合成纖維 新光綠宝
新光合成纖維 泛亞聚酯工業
新光合成纖維 新纖開發
新光合成纖維 台灣賽諾世
新光合成纖維 騏鑑人力資源管理顧問有限公司
新光合成纖維 新科光電材料
新光合成纖維 臺灣新光實業
新光合成纖維 新光開發
新光合成纖維 新鑫資產管理
新光合成纖維 新光證券
新光合成纖維 新工環保科技
新光合成纖維 新輝光電
新光合成纖維 友輝光電
新光合成纖維 新光紡織
新光合成纖維 新建
新光合成纖維 邦新工業
新光合成纖維 綿豪實業
新唐城有線電視事業 凱擘
濟盛旅館管理顧問 千翔保全
儂特利食品 金儀
中華國際投資 台灣動力工程
中華國際投資 君展投資
中華國際投資 立穎國際投資
中華國際投資 東陽實業廠
中華國際投資 富鼎科技顧問
崧神百貨 友神國際開發
三圓投資事業 源利工程
三圓投資事業 華助工程
新藝術國際科技 西基電腦動畫
新藝術國際科技 宏廣
新藝術國際科技 大宇資訊
台灣紙業 飛豪國際投資
台灣紙業 謙順行
台灣紙業 和旺投資有限公司
台灣紙業 台展投資有限公司
台灣紙業 台迪投資有限公司
台灣紙業 佳記投資有限公司
台灣紙業 佑華國際
台灣紙業 台盛投資
台灣紙業 全金投資有限公司
國陽投資 朝欽實業
國陽投資 鼎豪實業
國陽投資 旭陽科技
國陽投資 新復福工業
國陽投資 向新實業
國陽投資 惠陽投資
安躍系統 大統船務代理
誠元國際開發 展泰投資有限公司
暐世生物科技 暐正生物科技
暐世生物科技 台灣肥料
暐世生物科技 鉅立投資
德隆創業投資 德桃創業投資
德隆創業投資 萬華企業
德隆創業投資 長榮航空
大眾創業投資 大眾綜合證券
新海運輸倉儲 志信國際
新海運輸倉儲 全世成貿易
新海運輸倉儲 光生投資事業
怡鵬投資 華正創業投資
新北都鈴木汽車 八達交通
集邦科技 力世創業投資
集邦科技 智翔投資
康橋健康管理 哈佛健康事業
緁邦科技 敏成
景碩工程 台灣苯乙烯工業
景碩工程 力福工程
連橫投資 聯達投資
連橫投資 元宏投資
連橫投資 醒財投資
連橫投資 騰達投資
連橫投資 尊爵投資
鴻興投資 力鵬企業
鴻興投資 力麗企業
華仕德科技 清華綠能
華仕德科技 中原國際創業投資
長佳開發 長佳機電工程
台灣文創發展 遠流出版事業
台灣文創發展 永豐餘投資控股
台灣文創發展 國賓大飯店
台灣文創發展 成餘
台灣文創發展 肯恩投資
台灣文創發展 智慧藏學習科技
勝全投資 和泰汽車
勝全投資 全惠投資
勝全投資 和裕投資
勝全投資 惠澤投資
勝全投資 純青實業
勝全投資 惠敏投資
勝全投資 資全投資
金沃科技 鈺登科技
統營營造 統營投資
統營營造 中欣實業
創意家開發 創意家行銷
富山國際投資有限公司 全球傳動科技
富山國際投資有限公司 全球滾珠科技
